@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' TODO This brute force approach of updating listeners on each and every event without checking the event type or any other information is going to cause lots of InvalidElementExceptions in subclasses implementations of updateListeners and they will not have the event information to make their own decisions ',DEFECT
' copied from ConcatTest ',DESIGN
' TODO rescan code range ',IMPLEMENTATION
' do not bother to check if final method it will not be there not generated ca not be ',DESIGN
' TODO Check if this is ok this is literally adapted from NSUML ',IMPLEMENTATION
' TODO Open stream from the mime part specified by contentID of the currently viewed mail',DESIGN
' The Fig for a permission which is a form of dependency p TODO In UML x the import and access Permissions have become PackageImports with public visibility and non public visibility respectively ArgoUML only supports the import Permission currently The friend Permission has been dropped Also the type hierarchy has been reorganized so that PackageImport is not a subtype of Dependency author Markus Klink ',DESIGN
' TODO What should we do here ',IMPLEMENTATION
' TODO does this really need to be here does the collection already have it is own up to date snapshot ',DESIGN
' TODO move to JOrphanUtils ',DESIGN
' TODO Why not use the timestamp in a DataVersion ',DESIGN
' FIXME This function needs documentation param out OutputStream to print the data to ',DOCUMENTATION
' Well formedness rule for Package Check that the alias for an imported element does not conflict with any existing name Section of UML spec p Other types of name conflicts in a Namespace are checked by link CrNameConflict p TODO MVW If an Alias is the same as another class name then this critic fires but the explanation and wizard are wrong ',DOCUMENTATION
' TODO This is an absurdly long method Break it up ',DESIGN
' would be great to move all this below here into another method that could also be used from the new scrolling stuff Would need to change the way the max row stuff is handled i e behind an interface so that I could do the control breaking at the means to know when to stop',DESIGN
' Generates a new unique ID and returns it as a String The contents of the String is supposed to be unique with respect to all Strings generated by other instances of this class TODO We should consider using java util UUID for this instead return A String with unique content ',IMPLEMENTATION
' FIXME the following throws org argouml model InvalidElementException javax jmi reflect InvalidObjectException Object with MOFID E no longer exists applicableTagDefs tagDefCBModel getApplicableTagDefinitions aClass assertNotNull Tag Definition was not found in return value of tagDefCBModel getApplicableTagDefinitions aClass after loading the project TestStereotypeUtility findModelElementNamed ProfileMother TAG DEFINITION NAME TD applicableTagDefs ',DEFECT
' Some LAFs do not work under Java or later ',DEFECT
' Need to associate a panel with an object type somehow ',DESIGN
' TODO Temporary stopgap for EnumerationLiteral',DESIGN
' FIXME not very efficient',DESIGN
' I guess translated events do not have the evt field set so consuming will not work I do not think this is a problem as nothing uses translation anyway ',DESIGN
' Set the buffer is path Caveat will not work if save called with a relative path But I do not think anyone calls it like that anyway ',DEFECT
' TODO Is this a valid operation on a timestamps cache ',DESIGN
' TODO How about FigAssociationClass ',DESIGN
' TODO does not work for EntityMode DOM J yet ',DEFECT
' TODO Presumably this is only relevant if obj is actually a Model or Profile An added test of isAModel obj or isAProfile obj would clarify what is going on here ',TEST
' TODO Do we want to use the Project here instead of just its name ',IMPLEMENTATION
' TODO Bob says Coding by use of side effect here Maybe this should be done in a clearer way but it fixes http argouml tigris org issues show bug cgi id It seems that when loading an XMI that is not contained in a zip file then the InputStream given as the argument to this method ca not be reused as it is at the end of the stream In that case systemId appears to be none null at this stage So if systemId is not null we recreate the InputSource ',DESIGN
' TODO Plugin supports only the main session window',IMPLEMENTATION
' TODO understand qualifiers',IMPLEMENTATION
' I wish protected access were limited to children and not also package scope I want this to be a singleton implemented by various children ',DESIGN
' TODO is this possible ',DESIGN
' TODO We really want this class to have package scope however the reflection',DESIGN
' TODO validate contentType for reasonable types ',DESIGN
' If SQL executing produced warnings then write them out to the session message handler TODO This is a pain PostgreSQL sends raise notice messages to the connection not to the statment so they will be mixed up with warnings from other statements ',DESIGN
' FIXME No I do not like it ',DESIGN
' I hate to admit it but we do not know what happened here Throw the Exception ',DEFECT
' TODO always true for now but not if we later decide to support elements in the from clause',IMPLEMENTATION
' need to do that here rather than in the save event listener to let the post insert events to have a id filled entity when IDENTITY is used EJB ',DESIGN
' EATM must fix isSet bits ',DEFECT
' just to help out during the load ugly i know ',DESIGN
' TODO ruby locks the string here',IMPLEMENTATION
' TODO Someday enable ',IMPLEMENTATION
' TODO Copied from UmlDiagramRenderer Find the Figs in the given layer that should be the source and destination and attach these to either end of the FigEdge param layer the layer to look for the FigNodes param newEdge The edge to attach ',DESIGN
' TODO ary sort check should be done here',DESIGN
' return collection removal FIXME even if isInverse true ',DESIGN
' TODO In UML x Event has no parameters The Event metaclass in UML x corresponds to the Trigger metaclass in UML x see UML Superstructure page ',DESIGN
